<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>6x-8</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+11)(x-8)(x-8)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+11)</span> + B<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-8)</span> + C<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-8)<sup>2</sup></span></span><br/><br/><div style='clear:both'></div> then find the value of A and C,4,"-8<span>/</span>39, 8<span>/</span>39","8<span>/</span>39, 8<span>/</span>39","8<span>/</span>39, 40<span>/</span>19","-8<span>/</span>39, 40<span>/</span>19",4,Rearrange the equation in the form<br/> 6x-8 = A(x-8)(x-8) + B(x+11)(x-8) + C(x+11),Substitute the values of x such that terms B and C are removed from the<br/> equation to get A. Similarly substitute a different value of x to get the value of C,"Based on the above hint , you need to substitute the value of x = -11 to get the<br/> value of A Similarly substituting the value of x = 8 will get you the value of C",7,1,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF C but the second coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>x-10</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-2)(x+8)(x+8)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-2)</span> + B<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+8)</span> + C<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+8)<sup>2</sup></span></span><br/><br/><div style='clear:both'></div> then find the value of A and C,4,"2<span>/</span>25, 9<span>/</span>5","-2<span>/</span>25, 9<span>/</span>5","9<span>/</span>5, -2<span>/</span>25","-2<span>/</span>25, 2<span>/</span>25",3,Rearrange the equation in the form<br/> x-10 = A(x+8)(x+8) + B(x-2)(x+8) + C(x-2),Substitute the values of x such that terms B and C are removed from the<br/> equation to get A. Similarly substitute a different value of x to get the value of C,"Based on the above hint , you need to substitute the value of x = 2 to get the<br/> value of A Similarly substituting the value of x = -8 will get you the value of C",7,1,You've got one of the coefficients correct i.e. VALUE OF C but the second coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one
"<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>10x<sup>2</sup>-8x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-9)(x-11)<sup>2</sup></span></span></td></tr></tbody></table>can be resolved to partial fractions, <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>which of the following options contains all the correct coefficients of its partial fractions<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:20px;'> </span></span><span></span></p>",4,"561, 369<span>/</span>2, 349<span>/</span>2","369<span>/</span>2, -349<span>/</span>2, 561","369<span>/</span>2, 561, 15","561, 15, 15",2,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,"Based on the above hint , you need to substitute the value of<br/> x = 9 to get the value of A . Substitute the value of A in the<br/> equation and put x = 11 to get the value of C.<br/>Now put the values of A and C in the equation to get the value of B ",Substitute the value of x such that terms B and C are removed <br/>from the equation to get A. Now use this value of A in the<br/> equation and substitute a new value of x to derive the value of C. <br/> Use the values of A and C in equation 1 to derive the value of B,7,2,You've got two of the coefficients correct i.e.  VALUES OF A and C but the third coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one,You've got two of the coefficients correct i.e.  VALUES OF A and C but the third coefficient is incorrect. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF C but the other two coefficients are incorrect. Let's try the next one
"<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-2</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-12)(x-11)<sup>2</sup></span></span></td></tr></tbody></table>can be resolved to partial fractions, <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>which of the following options contains the correct coefficients of its partial fractions<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:20px;'> </span></span><span></span></p>",4,"2, 6","-10, -30","-2, 2","-2, 15",3,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,"Based on the above hint , you need to substitute the value of<br/> x = 12 to get the value of A . Substitute the value of A in the<br/> equation and put x = 11 to get the value of C.<br/>Now put the values of A and C in the equation to get the value of B ",Substitute the value of x such that terms B and C are removed <br/>from the equation to get A. Now use this value of A in the<br/> equation and substitute a new value of x to derive the value of C. <br/> Use the values of A and C in equation 1 to derive the value of B,7,2,You've got one of the coefficients correct i.e. VALUE OF C but the second coefficient is incorrect. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one
<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-9x<sup>2</sup>-8</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+8)(x+10)<sup>2</sup></span></span></td></tr></tbody></table>can be resolved to partial fractions such  <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>that one of the terms in its partial fractions is<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:20px;'> B</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+10)</span></span><span>then find the value of B</span></p>,4,454,137,-146,-454,2,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,"Based on the above hint , you need to substitute the value of<br/> x = -8 to get the value of A . Substitute the value of A in the<br/> equation and put x = -10 to get the value of C.<br/>Now put the values of A and C in the equation to get the value of B ",Substitute the value of x such that terms B and C are removed <br/>from the equation to get A. Now use this value of A in the<br/> equation and substitute a new value of x to derive the value of C. <br/> Use the values of A and C in equation 1 to derive the value of B,7,2,The selected answer is the value of C and not B. Let's try the next one,Your answer is correct! Let's try the next one,The selected answer is the value of A and not B. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one
"<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-2x-9</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x<sup>3</sup>+x<sup>2</sup>-85x+275)</span></span></td></tr></tbody></table>can be resolved to partial fractions, <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>which of the following options contains all the correct coefficients of its partial fractions<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:20px;'> </span></span><span></span></p>",4,"-3<span>/</span>59, 15, 15","3<span>/</span>59, -3<span>/</span>59, -19<span>/</span>16","3<span>/</span>59, -19<span>/</span>16, 1","-19<span>/</span>16, 3<span>/</span>59, 15",2,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,"Based on the above hint , you need to substitute the value of<br/> x = -11 to get the value of A . Substitute the value of A in the<br/> equation and put x = 5 to get the value of C.<br/>Now put the values of A and C in the equation to get the value of B ",Substitute the value of x such that terms B and C are removed <br/>from the equation to get A. Now use this value of A in the<br/> equation and substitute a new value of x to derive the value of C. <br/> Use the values of A and C in equation 1 to derive the value of B,7,3,You've got one of the coefficients correct i.e. VALUE OF B but the other two coefficients are incorrect. Let's try the next one,Your answer is correct! Let's try the next one,You've got two of the coefficients correct i.e.  VALUES OF A and C but the third coefficient is incorrect. Let's try the next one,You've got two of the coefficients correct i.e.  VALUES OF A and C but the third coefficient is incorrect. Let's try the next one
"<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-4x+10</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x<sup>3</sup>-108x-432)</span></span></td></tr></tbody></table>can be resolved to partial fractions, <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>which of the following options contains the correct coefficients of its partial fractions<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:20px;'> </span></span><span></span></p>",4,"-11<span>/</span>94, 15","-11<span>/</span>94, -17<span>/</span>9","-11<span>/</span>94, 17<span>/</span>9","11, 37",2,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,"Based on the above hint , you need to substitute the value of<br/> x = 12 to get the value of A . Substitute the value of A in the<br/> equation and put x = -6 to get the value of C.<br/>Now put the values of A and C in the equation to get the value of B ",Substitute the value of x such that terms B and C are removed <br/>from the equation to get A. Now use this value of A in the<br/> equation and substitute a new value of x to derive the value of C. <br/> Use the values of A and C in equation 1 to derive the value of B,7,3,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one
"<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-10</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x<sup>3</sup>-24x<sup>2</sup>+180x-432)</span></span></td></tr></tbody></table>can be resolved to partial fractions, <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>which of the following options contains all the correct coefficients of its partial fractions<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:20px;'> </span></span><span></span></p>",4,"5<span>/</span>18, 5<span>/</span>3, 15","-5<span>/</span>18, 5<span>/</span>18, -5<span>/</span>3","-5<span>/</span>18, 5<span>/</span>18, 5<span>/</span>3","-5<span>/</span>18, 15, 15",3,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,"Based on the above hint , you need to substitute the value of<br/> x = 12 to get the value of A . Substitute the value of A in the<br/> equation and put x = 6 to get the value of C.<br/>Now put the values of A and C in the equation to get the value of B ",Substitute the value of x such that terms B and C are removed <br/>from the equation to get A. Now use this value of A in the<br/> equation and substitute a new value of x to derive the value of C. <br/> Use the values of A and C in equation 1 to derive the value of B,7,3,You've got two of the coefficients correct i.e.  VALUES OF B and C but the third coefficient is incorrect. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the other two coefficients are incorrect. Let's try the next one,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the other two coefficients are incorrect. Let's try the next one
"<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>2x<sup>2</sup></span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x<sup>3</sup>-6x<sup>2</sup>+32)</span></span></td></tr></tbody></table>can be resolved to partial fractions, <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>which of the following options contains the correct coefficients of its partial fractions<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:20px;'> </span></span><span></span></p>",4,"-2<span>/</span>9, -16<span>/</span>9","16<span>/</span>3, 15","2<span>/</span>9, 16<span>/</span>3","16<span>/</span>3, -2<span>/</span>9",3,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,"Based on the above hint , you need to substitute the value of<br/> x = -2 to get the value of A . Substitute the value of A in the<br/> equation and put x = 4 to get the value of C.<br/>Now put the values of A and C in the equation to get the value of B ",Substitute the value of x such that terms B and C are removed <br/>from the equation to get A. Now use this value of A in the<br/> equation and substitute a new value of x to derive the value of C. <br/> Use the values of A and C in equation 1 to derive the value of B,7,3,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF C but the second coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF C but the second coefficient is incorrect. Let's try the next one
<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-x<sup>2</sup></span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x<sup>3</sup>-18x<sup>2</sup>+33x+484)</span></span></td></tr></tbody></table>can be resolved to partial fractions such  <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>that one of the terms in its partial fractions is<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:20px;'> C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-11)<sup>2</sup></span></span><span>then find the value of C</span></p>,4,-121<span>/</span>15,-13<span>/</span>14,121<span>/</span>15,-1<span>/</span>14,1,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,Rearrange the equation in the form<br/> -x<sup>2</sup> = A(x-11)(x-11) + B(x+4)(x-11) + C(x+4),Substitute the values of x such that terms A and B are removed from the<br/> equation,7,3,Your answer is correct! Let's try the next one,The selected answer is the value of B and not C. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,The selected answer is the value of A and not C. Let's try the next one
