"<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>12x+1</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-2)(12x<sup>2</sup>-27x+17)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-2)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(12x<sup>2</sup>-27x+17)</span></span><br/><br/><div style='clear:both'></div> then find the value of A,B and C",4,"111<span>/</span>53, -300<span>/</span>53, -3","25<span>/</span>53, -300<span>/</span>53, 111<span>/</span>53","25<span>/</span>53, -3, -3","25<span>/</span>53, -300<span>/</span>53, -111<span>/</span>53",2,Rearrange the equation in the form<br/> 12x+1 = A(12x<sup>2</sup>-27x+17) + Bx(x-2) + C(x-2),Substitute the value of x such that terms B and C are removed from the equation to get A. Now use this value of A in the equation and substitute a new value of x to derive the value of C.Use the values of A and C in equation 1 to derive the value of B,"Based on the above hint , you need to substitute the value of x = 2 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C. Now put the values of A and C in the equation to get the value of B",7,1,You've got two of the coefficients correct i.e.  VALUES OF B and C but the third coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the other two coefficients are incorrect. Let's try the next one,You've got two of the coefficients correct i.e.  VALUES OF A and B but the third coefficient is incorrect. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-9</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-12)(-9x<sup>2</sup>+120x-152)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-12)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(-9x<sup>2</sup>+120x-152)</span></span><br/><br/><div style='clear:both'></div> then find the value of A and C,4,"1<span>/</span>100, 73<span>/</span>98","3<span>/</span>43, 73<span>/</span>98","3<span>/</span>43, -73<span>/</span>98","1<span>/</span>100, 3<span>/</span>43",1,Rearrange the equation in the form<br/> -9 = A(-9x<sup>2</sup>+120x-152) + Bx(x-12) + C(x-12),Substitute the value of x such that terms B and C are removed from the equation to get A. Now use this value of A in the equation and substitute a new value of x to derive the value of C.,"Based on the above hint , you need to substitute the value of x = 12 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C.",7,1,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF C but the second coefficient is incorrect. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>8x<sup>2</sup>-11</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+9)(12x<sup>2</sup>+120x+116)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+9)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(12x<sup>2</sup>+120x+116)</span></span><br/><br/><div style='clear:both'></div> then find the value of A and C,4,"65<span>/</span>89, -131<span>/</span>70","-36<span>/</span>47, -65<span>/</span>89","-36<span>/</span>47, -131<span>/</span>70","65<span>/</span>89, -36<span>/</span>47",1,Rearrange the equation in the form<br/> 8x<sup>2</sup>-11 = A(12x<sup>2</sup>+120x+116) + Bx(x+9) + C(x+9),Substitute the value of x such that terms B and C are removed from the equation to get A. Now use this value of A in the equation and substitute a new value of x to derive the value of C.,"Based on the above hint , you need to substitute the value of x = -9 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C.",7,1,Your answer is correct! Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF C but the second coefficient is incorrect. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>3x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+11)(11x<sup>2</sup>+127x+68)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+11)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(11x<sup>2</sup>+127x+68)</span></span><br/><br/><div style='clear:both'></div> then find the value of A and B,4,"-2<span>/</span>77, -27<span>/</span>94","-2<span>/</span>77, 27<span>/</span>94","27<span>/</span>94, 0","-2<span>/</span>77, 0",2,Rearrange the equation in the form<br/> 3x = A(11x<sup>2</sup>+127x+68) + Bx(x+11) + C(x+11),Substitute the value of x such that terms B and C are removed from the equation to get A. Now use this value of A in the equation and substitute a new value of x to derive the value of C.Use the values of A and C in equation 1 to derive the value of B,"Based on the above hint , you need to substitute the value of x = -11 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C. Now put the values of A and C in the equation to get the value of B",7,1,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF B but the second coefficient is incorrect. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>x<sup>2</sup>-8</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-7)(-4x<sup>2</sup>+38x-78)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-7)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(-4x<sup>2</sup>+38x-78)</span></span><br/><br/><div style='clear:both'></div> then find the value of A and C,4,"-26<span>/</span>85, 100<span>/</span>67","-15<span>/</span>67, 100<span>/</span>67","-26<span>/</span>85, -15<span>/</span>67","-15<span>/</span>67, 26<span>/</span>85",1,Rearrange the equation in the form<br/> x<sup>2</sup>-8 = A(-4x<sup>2</sup>+38x-78) + Bx(x-7) + C(x-7),Substitute the value of x such that terms B and C are removed from the equation to get A. Now use this value of A in the equation and substitute a new value of x to derive the value of C.,"Based on the above hint , you need to substitute the value of x = 7 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C.",7,1,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF C but the second coefficient is incorrect. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one
"<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-9x<sup>2</sup>-8x+3</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-4)(2x<sup>2</sup>-14x+34)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-4)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(2x<sup>2</sup>-14x+34)</span></span><br/><br/><div style='clear:both'></div> then find the value of A,B and C",4,"92<span>/</span>9, -223<span>/</span>9, 173<span>/</span>18","-173<span>/</span>18, -3, -3","-223<span>/</span>9, -173<span>/</span>18, -3","-173<span>/</span>18, 92<span>/</span>9, -223<span>/</span>9",4,Rearrange the equation in the form<br/> -9x<sup>2</sup>-8x+3 = A(2x<sup>2</sup>-14x+34) + Bx(x-4) + C(x-4),Substitute the value of x such that terms B and C are removed from the equation to get A. Now use this value of A in the equation and substitute a new value of x to derive the value of C.Use the values of A and C in equation 1 to derive the value of B,"Based on the above hint , you need to substitute the value of x = 4 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C. Now put the values of A and C in the equation to get the value of B",7,1,You've got two of the coefficients correct i.e.  VALUES OF B and C but the third coefficient is incorrect. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the other two coefficients are incorrect. Let's try the next one,You've got two of the coefficients correct i.e.  VALUES OF A and C but the third coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one
"<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>12x<sup>2</sup>+10</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-2)(7x<sup>2</sup>+6)</span></span></td></tr></tbody></table>can be resolved to partial fractions, <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>which of the following options contains the correct coefficients of its partial fractions<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:35px;'> </span></span><span></span></p>",4,"-1<span>/</span>17, -29<span>/</span>17","29<span>/</span>17, -3","2<span>/</span>17, -1<span>/</span>17","1<span>/</span>17, 29<span>/</span>17",4,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,Rearrange the equation in the form<br/> 12x<sup>2</sup>+10 = A(7x<sup>2</sup>+6) + Bx(x-2) + C(x-2),Substitute the value of x such that any two of the three terms of the<br/> equation shown in the previous hint are removed to get one coefficient.<br/> Repeat this step with appropriate values of x to find the coefficients<br/> of the other two terms as well,7,2,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF C but the second coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one
"<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>7x<sup>2</sup></span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-9)(6x<sup>2</sup>-2x+11)</span></span></td></tr></tbody></table>can be resolved to partial fractions, <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>which of the following options contains the correct coefficients of its partial fractions<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:35px;'> </span></span><span></span></p>",4,"-68<span>/</span>47, -58<span>/</span>49","68<span>/</span>47, -3","68<span>/</span>47, 9<span>/</span>88","58<span>/</span>49, 68<span>/</span>47",4,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,Rearrange the equation in the form<br/> 7x<sup>2</sup> = A(6x<sup>2</sup>-2x+11) + Bx(x-9) + C(x-9),Substitute the value of x such that any two of the three terms of the<br/> equation shown in the previous hint are removed to get one coefficient.<br/> Repeat this step with appropriate values of x to find the coefficients<br/> of the other two terms as well,7,2,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF C but the second coefficient is incorrect. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF C but the second coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one
"<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-7x-2</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-2)(-10x<sup>2</sup>+6x-11)</span></span></td></tr></tbody></table>can be resolved to partial fractions, <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>which of the following options contains all the correct coefficients of its partial fractions<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:35px;'> </span></span><span></span></p>",4,"16<span>/</span>39, -49<span>/</span>39, -160<span>/</span>39","16<span>/</span>39, 160<span>/</span>39, -3","16<span>/</span>39, 160<span>/</span>39, -49<span>/</span>39","160<span>/</span>39, -3, -3",3,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,Rearrange the equation in the form<br/> -7x-2 = A(-10x<sup>2</sup>+6x-11) + Bx(x-2) + C(x-2),Substitute the value of x such that any two of the three terms of the<br/> equation shown in the previous hint are removed to get one coefficient.<br/> Repeat this step with appropriate values of x to find the coefficients<br/> of the other two terms as well,7,2,You've got two of the coefficients correct i.e.  VALUES OF A and C but the third coefficient is incorrect. Let's try the next one,You've got two of the coefficients correct i.e.  VALUES OF A and B but the third coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF B but the other two coefficients are incorrect. Let's try the next one
<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>11</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(-8x<sup>3</sup>-54x<sup>2</sup>+10x-28)</span></span></td></tr></tbody></table>can be resolved to partial fractions such that <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>one of the terms in its partial fractions is<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:20px;'> A</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+7)</span></span><span>then find the value of A</span></p>,4,2<span>/</span>75,-2<span>/</span>75,14<span>/</span>9,-3<span>/</span>14,2,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,Rearrange the equation in the form<br/> 11 = A(-8x<sup>2</sup>-54x+10) + Bx(x+7) + C(x+7),Substitute the values of x such that terms B and C are removed from the<br/> equation,7,3,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Your answer is correct! Let's try the next one,The selected answer is the value of C and not A. Let's try the next one,The selected answer is the value of B and not A. Let's try the next one
