<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-9x+10</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+11)(-8x<sup>2</sup>-100x-138)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+11)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(-8x<sup>2</sup>-100x-138)</span></span><br/><br/><div style='clear:both'></div> then find the value of A,4,-11<span>/</span>85,83<span>/</span>99,11<span>/</span>85,-29<span>/</span>28,1,Rearrange the equation in the form<br/> -9x+10 = A(-8x<sup>2</sup>-100x-138) + Bx(x+11) + C(x+11),Substitute the values of x such that terms B and C are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = -11 to get the<br/> value of A",7,1,Your answer is correct! Let's try the next one,The selected answer is the value of C and not A. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,The selected answer is the value of B and not A. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>4x<sup>2</sup>-3x-8</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-1)(11x<sup>2</sup>-16x+12)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-1)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(11x<sup>2</sup>-16x+12)</span></span><br/><br/><div style='clear:both'></div> then find the value of A,4,55<span>/</span>13,-55<span>/</span>13,-7<span>/</span>13,129<span>/</span>13,3,Rearrange the equation in the form<br/> 4x<sup>2</sup>-3x-8 = A(11x<sup>2</sup>-16x+12) + Bx(x-1) + C(x-1),Substitute the values of x such that terms B and C are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = 1 to get the<br/> value of A",7,1,The selected answer is the value of C and not A. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Your answer is correct! Let's try the next one,The selected answer is the value of B and not A. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-7x<sup>2</sup>-5x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-9)(-4x<sup>2</sup>+32x+27)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-9)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(-4x<sup>2</sup>+32x+27)</span></span><br/><br/><div style='clear:both'></div> then find the value of A,4,15<span>/</span>41,-15<span>/</span>41,-68<span>/</span>41,68<span>/</span>41,4,Rearrange the equation in the form<br/> -7x<sup>2</sup>-5x = A(-4x<sup>2</sup>+32x+27) + Bx(x-9) + C(x-9),Substitute the values of x such that terms B and C are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = 9 to get the<br/> value of A",7,1,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,The selected answer is the value of B and not A. Let's try the next one,The selected answer is the value of C and not A. Let's try the next one,Your answer is correct! Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-6x<sup>2</sup></span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+11)(-5x<sup>2</sup>-55x-12)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+11)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(-5x<sup>2</sup>-55x-12)</span></span><br/><br/><div style='clear:both'></div> then find the value of A,4,86<span>/</span>67,-7<span>/</span>60,20<span>/</span>17,-86<span>/</span>67,3,Rearrange the equation in the form<br/> -6x<sup>2</sup> = A(-5x<sup>2</sup>-55x-12) + Bx(x+11) + C(x+11),Substitute the values of x such that terms B and C are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = -11 to get the<br/> value of A",7,1,The selected answer is the value of C and not A. Let's try the next one,The selected answer is the value of B and not A. Let's try the next one,Your answer is correct! Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>2x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-12)(9x<sup>2</sup>-116x+108)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-12)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(9x<sup>2</sup>-116x+108)</span></span><br/><br/><div style='clear:both'></div> then find the value of B,4,5,-1<span>/</span>51,16,-13<span>/</span>73,4,Rearrange the equation in the form<br/> 2x = A(9x<sup>2</sup>-116x+108) + Bx(x-12) + C(x-12),Substitute the values of x such that terms A and C are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = 8 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C. Now put the values of A and C in the equation to get the value of B",7,1,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Your answer is correct! Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-4x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+11)(-11x<sup>2</sup>-114x+66)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+11)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(-11x<sup>2</sup>-114x+66)</span></span><br/><br/><div style='clear:both'></div> then find the value of B,4,-29<span>/</span>85,36,3<span>/</span>97,15,1,Rearrange the equation in the form<br/> -4x = A(-11x<sup>2</sup>-114x+66) + Bx(x+11) + C(x+11),Substitute the values of x such that terms A and C are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = -7 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C. Now put the values of A and C in the equation to get the value of B",7,1,Your answer is correct! Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-9x-9</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+1)(-7x<sup>2</sup>-15x-16)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+1)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(-7x<sup>2</sup>-15x-16)</span></span><br/><br/><div style='clear:both'></div> then find the value of B,4,0,9,39,-9,4,Rearrange the equation in the form<br/> -9x-9 = A(-7x<sup>2</sup>-15x-16) + Bx(x+1) + C(x+1),Substitute the values of x such that terms A and C are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = 8 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C. Now put the values of A and C in the equation to get the value of B",7,1,The selected answer is the value of A and not B. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,The selected answer is the value of C and not B. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-6</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-2)(3x<sup>2</sup>-9x+7)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-2)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(3x<sup>2</sup>-9x+7)</span></span><br/><br/><div style='clear:both'></div> then find the value of C,4,18<span>/</span>7,43,-18<span>/</span>7,-6<span>/</span>7,4,Rearrange the equation in the form<br/> -6 = A(3x<sup>2</sup>-9x+7) + Bx(x-2) + C(x-2),Substitute the values of x such that terms A and B are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = 0 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C.",7,1,The selected answer is the value of B and not C. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,The selected answer is the value of A and not C. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-11x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+12)(8x<sup>2</sup>+91x-52)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+12)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(8x<sup>2</sup>+91x-52)</span></span><br/><br/><div style='clear:both'></div> then find the value of C,4,-4<span>/</span>37,4<span>/</span>37,-58<span>/</span>67,-7<span>/</span>97,4,Rearrange the equation in the form<br/> -11x = A(8x<sup>2</sup>+91x-52) + Bx(x+12) + C(x+12),Substitute the values of x such that terms A and B are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = 0 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C.",7,1,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,The selected answer is the value of A and not C. Let's try the next one,The selected answer is the value of B and not C. Let's try the next one,Your answer is correct! Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>11x<sup>2</sup>-10</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-6)(9x<sup>2</sup>-58x+27)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-6)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(9x<sup>2</sup>-58x+27)</span></span><br/><br/><div style='clear:both'></div> then find the value of C,4,93<span>/</span>73,129<span>/</span>56,-27<span>/</span>58,-93<span>/</span>73,2,Rearrange the equation in the form<br/> 11x<sup>2</sup>-10 = A(9x<sup>2</sup>-58x+27) + Bx(x-6) + C(x-6),Substitute the values of x such that terms A and B are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = 0 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C.",7,1,The selected answer is the value of A and not C. Let's try the next one,Your answer is correct! Let's try the next one,The selected answer is the value of B and not C. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one
