<span style='float:left;'>The fraction </span><table style='float: left;position:relative;bottom: 31px;margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>(-6x<sup>3</sup>-11x<sup>2</sup>-12x+9)(x+7)</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr style='text-align:center'><td><span>(x-11)(x+5)(x+4)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> is </span>,4,an Improper Fraction,of the type : Repeated Linear Factors,of the type : Distinct Linear Factors,of the type : Irreducible Quadratic Factor,1,Check the degree of the term in the numerator and the denominator,"Check if there are common factors in the numerator and the denominator,<br/> If yes, remove them from both the numerator and the denominator",Identify the type of factors in the denominator after reducing them to the<br/> lowest degree factors,7,1,Your answer is correct! Let's try the next one,"Your answer is incorrect. Please note that degree of the numerator is equal to or greater than the degree of the denominator, thus making it an improper fraction","Even though the denominator contains all linear factors, the fraction is called improper when the degree of the numerator is either equal to or higher than the denominator . Hence the answer is incorrect","Your answer is incorrect. Please note that degree of the numerator is equal to or greater than the degree of the denominator, thus making it an improper fraction"
<span style='float:left;'>The fraction </span><table style='float: left;position:relative;bottom: 31px;margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>(-8x<sup>3</sup>+3x<sup>2</sup>+2x-9)(x+11)</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr style='text-align:center'><td><span>(x+1)(x-3)(x+3)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> is </span>,4,an Improper Fraction,of the type : Repeated Linear Factors,of the type : Distinct Linear Factors,of the type : Irreducible Quadratic Factor,1,Check the degree of the term in the numerator and the denominator,"Check if there are common factors in the numerator and the denominator,<br/> If yes, remove them from both the numerator and the denominator",Identify the type of factors in the denominator after reducing them to the<br/> lowest degree factors,7,1,Your answer is correct! Let's try the next one,"Your answer is incorrect. Please note that degree of the numerator is equal to or greater than the degree of the denominator, thus making it an improper fraction","Even though the denominator contains all linear factors, the fraction is called improper when the degree of the numerator is either equal to or higher than the denominator . Hence the answer is incorrect","Your answer is incorrect. Please note that degree of the numerator is equal to or greater than the degree of the denominator, thus making it an improper fraction"
<span style='float:left;'>The fraction </span><table style='float: left;position:relative;bottom: 31px;margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>(7x<sup>3</sup>+10x<sup>2</sup>-9x-10)(x+1)</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr style='text-align:center'><td><span>(x+5)(x)<sup>2</sup></span></span></td></tr></tbody></table><span style='position: relative;top: 12px;'> is </span>,4,of the type : Distinct Linear Factors,of the type : Repeated Linear Factors,of the type : Irreducible Quadratic Factor,an Improper Fraction,4,Check the degree of the term in the numerator and the denominator,"Check if there are common factors in the numerator and the denominator,<br/> If yes, remove them from both the numerator and the denominator",Identify the type of factors in the denominator after reducing them to the<br/> lowest degree factors,7,2,"Your answer is incorrect. Please note that degree of the numerator is equal to or greater than the degree of the denominator, thus making it an improper fraction","Even though the denominator contains repeated linear factors, the fraction is an improper fraction when the degree of the numerator is either equal to or higher than the denominator . Hence the answer is incorrect","Your answer is incorrect. Please note that degree of the numerator is equal to or greater than the degree of the denominator, thus making it an improper fraction",Your answer is correct! Let's try the next one
<span style='float:left;'>The fraction </span><table style='float: left;position:relative;bottom: 31px;margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>(-7x<sup>3</sup>-2x<sup>2</sup>-5x-6)(x+9)</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr style='text-align:center'><td><span>(x-2)(x-7)<sup>2</sup></span></span></td></tr></tbody></table><span style='position: relative;top: 12px;'> is </span>,4,of the type : Repeated Linear Factors,of the type : Distinct Linear Factors,of the type : Irreducible Quadratic Factor,an Improper Fraction,4,Check the degree of the term in the numerator and the denominator,"Check if there are common factors in the numerator and the denominator,<br/> If yes, remove them from both the numerator and the denominator",Identify the type of factors in the denominator after reducing them to the<br/> lowest degree factors,7,2,"Even though the denominator contains repeated linear factors, the fraction is an improper fraction when the degree of the numerator is either equal to or higher than the denominator . Hence the answer is incorrect","Your answer is incorrect. Please note that degree of the numerator is equal to or greater than the degree of the denominator, thus making it an improper fraction","Your answer is incorrect. Please note that degree of the numerator is equal to or greater than the degree of the denominator, thus making it an improper fraction",Your answer is correct! Let's try the next one
<span style='float:left;'>The fraction </span><table style='float: left;position:relative;bottom: 31px;margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>(-5x<sup>3</sup>-3x<sup>2</sup>-x+8)(x+10)</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr style='text-align:center'><td><span>(x+3)(-9x<sup>2</sup>+9x-7)</span></span></td></tr></tbody></table><span style='position: relative;top: 12px;'> is </span>,4,of the type : Repeated Linear Factors,an Improper Fraction,of the type : Distinct Linear Factors,of the type : Irreducible Quadratic Factor,2,Check the degree of the term in the numerator and the denominator,"Check if there are common factors in the numerator and the denominator,<br/> If yes, remove them from both the numerator and the denominator",Identify the type of factors in the denominator after reducing them to the<br/> lowest degree factors,7,3,"Your answer is incorrect. Please note that degree of the numerator is equal to or greater than the degree of the denominator, thus making it an improper fraction",Your answer is correct! Let's try the next one,"Your answer is incorrect. Please note that degree of the numerator is equal to or greater than the degree of the denominator, thus making it an improper fraction","Even though the denominator contains an irreducible quadratic factor, the fraction is said to be improper when  the degree of the numerator is either equal to or higher than the denominator . Hence the answer is incorrect"
<span style='float:left;'>The fraction </span><table style='float: left;position:relative;bottom: 31px;margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>(-6x<sup>3</sup>-5x<sup>2</sup>-11x-2)(x+10)</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr style='text-align:center'><td><span>(x-11)(8x<sup>2</sup>+4x+6)</span></span></td></tr></tbody></table><span style='position: relative;top: 12px;'> is </span>,4,of the type : Irreducible Quadratic Factor,of the type : Distinct Linear Factors,of the type : Repeated Linear Factors,an Improper Fraction,4,Check the degree of the term in the numerator and the denominator,"Check if there are common factors in the numerator and the denominator,<br/> If yes, remove them from both the numerator and the denominator",Identify the type of factors in the denominator after reducing them to the<br/> lowest degree factors,7,3,"Even though the denominator contains an irreducible quadratic factor, the fraction is said to be improper when  the degree of the numerator is either equal to or higher than the denominator . Hence the answer is incorrect","Your answer is incorrect. Please note that degree of the numerator is equal to or greater than the degree of the denominator, thus making it an improper fraction","Your answer is incorrect. Please note that degree of the numerator is equal to or greater than the degree of the denominator, thus making it an improper fraction",Your answer is correct! Let's try the next one
<span style='float:left;'>The fraction </span><table style='float: left;position:relative;bottom: 31px;margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-5x<sup>2</sup>+1</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr style='text-align:center'><td><span>(x+12)(x+3)(x-4)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> is </span>,4,an Improper Fraction,of the type : Irreducible Quadratic Factor,of the type : Repeated Linear Factors,of the type : Distinct Linear Factors,4,Check the degree of the term in the numerator and the denominator,"Check if there are common factors in the numerator and the denominator,<br/> If yes, remove them from both the numerator and the denominator",Identify the type of factors in the denominator after reducing them to the<br/> lowest degree factors,7,1,"The degree of the numerator term is less than the denominator term thus making it a proper fraction, hence your answer is incorrect","The denominator term does not have an irreducible quadratic factor, hence your answer is incorrect","The denominator term does not have repeated linear factors, hence your answer is incorrect",Your answer is correct! Let's try the next one
<span style='float:left;'>The fraction </span><table style='float: left;position:relative;bottom: 31px;margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-6x+3</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr style='text-align:center'><td><span>(x-5)(x-12)(x-1)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> is </span>,4,of the type : Irreducible Quadratic Factor,of the type : Distinct Linear Factors,an Improper Fraction,of the type : Repeated Linear Factors,2,Check the degree of the term in the numerator and the denominator,"Check if there are common factors in the numerator and the denominator,<br/> If yes, remove them from both the numerator and the denominator",Identify the type of factors in the denominator after reducing them to the<br/> lowest degree factors,7,1,"The denominator term does not have an irreducible quadratic factor, hence your answer is incorrect",Your answer is correct! Let's try the next one,"The degree of the numerator term is less than the denominator term thus making it a proper fraction, hence your answer is incorrect","The denominator term does not have repeated linear factors, hence your answer is incorrect"
<span style='float:left;'>The fraction </span><table style='float: left;position:relative;bottom: 31px;margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>10x+11</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr style='text-align:center'><td><span>(x-9)(x+12)(x+3)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> is </span>,4,of the type : Repeated Linear Factors,an Improper Fraction,of the type : Irreducible Quadratic Factor,of the type : Distinct Linear Factors,4,Check the degree of the term in the numerator and the denominator,"Check if there are common factors in the numerator and the denominator,<br/> If yes, remove them from both the numerator and the denominator",Identify the type of factors in the denominator after reducing them to the<br/> lowest degree factors,7,1,"The denominator term does not have repeated linear factors, hence your answer is incorrect","The degree of the numerator term is less than the denominator term thus making it a proper fraction, hence your answer is incorrect","The denominator term does not have an irreducible quadratic factor, hence your answer is incorrect",Your answer is correct! Let's try the next one
<span style='float:left;'>The fraction </span><table style='float: left;position:relative;bottom: 31px;margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>2x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr style='text-align:center'><td><span>(x+9)(x-5)<sup>2</sup></span></span></td></tr></tbody></table><span style='position: relative;top: 12px;'> is </span>,4,of the type : Distinct Linear Factors,of the type : Irreducible Quadratic Factor,of the type : Repeated Linear Factors,an Improper Fraction,3,Check the degree of the term in the numerator and the denominator,"Check if there are common factors in the numerator and the denominator,<br/> If yes, remove them from both the numerator and the denominator",Identify the type of factors in the denominator after reducing them to the<br/> lowest degree factors,7,2,"The denominator term does not have distinct linear factors, hence your answer is incorrect","The denominator term does not have an irreducible quadratic factor, hence your answer is incorrect",Your answer is correct! Let's try the next one,"The degree of the numerator term is less than the denominator term thus making it a proper fraction, hence your answer is incorrect"
<span style='float:left;'>The fraction </span><table style='float: left;position:relative;bottom: 31px;margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-3x<sup>2</sup>+11x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr style='text-align:center'><td><span>(x-6)(x-3)<sup>2</sup></span></span></td></tr></tbody></table><span style='position: relative;top: 12px;'> is </span>,4,of the type : Distinct Linear Factors,of the type : Repeated Linear Factors,an Improper Fraction,of the type : Irreducible Quadratic Factor,2,Check the degree of the term in the numerator and the denominator,"Check if there are common factors in the numerator and the denominator,<br/> If yes, remove them from both the numerator and the denominator",Identify the type of factors in the denominator after reducing them to the<br/> lowest degree factors,7,2,"The denominator term does not have distinct linear factors, hence your answer is incorrect",Your answer is correct! Let's try the next one,"The degree of the numerator term is less than the denominator term thus making it a proper fraction, hence your answer is incorrect","The denominator term does not have an irreducible quadratic factor, hence your answer is incorrect"
<span style='float:left;'>The fraction </span><table style='float: left;position:relative;bottom: 31px;margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-11x<sup>2</sup></span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr style='text-align:center'><td><span>(x-6)(x-12)<sup>2</sup></span></span></td></tr></tbody></table><span style='position: relative;top: 12px;'> is </span>,4,of the type : Irreducible Quadratic Factor,of the type : Repeated Linear Factors,of the type : Distinct Linear Factors,an Improper Fraction,2,Check the degree of the term in the numerator and the denominator,"Check if there are common factors in the numerator and the denominator,<br/> If yes, remove them from both the numerator and the denominator",Identify the type of factors in the denominator after reducing them to the<br/> lowest degree factors,7,2,"The denominator term does not have an irreducible quadratic factor, hence your answer is incorrect",Your answer is correct! Let's try the next one,"The denominator term does not have distinct linear factors, hence your answer is incorrect","The degree of the numerator term is less than the denominator term thus making it a proper fraction, hence your answer is incorrect"
