"<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-7x<sup>2</sup>-10x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-1)(-8x<sup>2</sup>+4x+1)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x-1)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(-8x<sup>2</sup>+4x+1)</span></span><br/><br/><div style='clear:both'></div> then find the value of A,B and C",4,"31<span>/</span>15, -17<span>/</span>5, 45","17<span>/</span>15, 31<span>/</span>15, -17<span>/</span>5","31<span>/</span>15, 45, 45","31<span>/</span>15, -17<span>/</span>5, -17<span>/</span>15",2,Rearrange the equation in the form<br/> -7x<sup>2</sup>-10x = A(-8x<sup>2</sup>+4x+1) + Bx(x-1) + C(x-1),Substitute the value of x such that terms B and C are removed from the equation to get A. Now use this value of A in the equation and substitute a new value of x to derive the value of C.Use the values of A and C in equation 1 to derive the value of B,"Based on the above hint , you need to substitute the value of x = 1 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C. Now put the values of A and C in the equation to get the value of B",7,1,You've got two of the coefficients correct i.e.  VALUES OF B and C but the third coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF B but the other two coefficients are incorrect. Let's try the next one,You've got two of the coefficients correct i.e.  VALUES OF B and C but the third coefficient is incorrect. Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-7x-4</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+11)(-10x<sup>2</sup>-112x-32)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+11)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(-10x<sup>2</sup>-112x-32)</span></span><br/><br/><div style='clear:both'></div> then find the value of A and C,4,"-5<span>/</span>82, -39<span>/</span>64","-39<span>/</span>64, -31<span>/</span>74","-5<span>/</span>82, 31<span>/</span>74","-5<span>/</span>82, -31<span>/</span>74",4,Rearrange the equation in the form<br/> -7x-4 = A(-10x<sup>2</sup>-112x-32) + Bx(x+11) + C(x+11),Substitute the value of x such that terms B and C are removed from the equation to get A. Now use this value of A in the equation and substitute a new value of x to derive the value of C.,"Based on the above hint , you need to substitute the value of x = -11 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C.",7,1,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF C but the second coefficient is incorrect. Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one
<span style='position: relative;float:left;top:12px;'>If </span><span style='margin-left:50px;'><span style='float: left;margin-left: 50px;margin-top: -18px;'><table><tbody><tr style='text-align:center'><td><span>-10x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+2)(8x<sup>2</sup>+16x+9)</span></span></td></tr></tbody></table></span><span style='position: relative;top: 12px;'> = </span><span style='margin-left:20px;'> A<span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+2)</span> + <span style='margin-left:35px'>Bx+C</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(8x<sup>2</sup>+16x+9)</span></span><br/><br/><div style='clear:both'></div> then find the value of B,4,20<span>/</span>41,-20<span>/</span>41,-160<span>/</span>41,-90<span>/</span>41,3,Rearrange the equation in the form<br/> -10x = A(8x<sup>2</sup>+16x+9) + Bx(x+2) + C(x+2),Substitute the values of x such that terms A and C are removed from the<br/> equation,"Based on the above hint , you need to substitute the value of x = 0 to get the value of A . Substitute the value of A in the equation and put x = 0 to get the value of C. Now put the values of A and C in the equation to get the value of B",7,1,The selected answer is the value of A and not B. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Your answer is correct! Let's try the next one,The selected answer is the value of C and not B. Let's try the next one
<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>4x<sup>2</sup>-9x+2</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+7)(-8x<sup>2</sup>+4x-7)</span></span></td></tr></tbody></table>can be resolved to partial fractions such that <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>one of the terms in its partial fractions is<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:35px;'> A</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -25px;'>(x+7)</span></span><span>then find the value of A</span></p>,4,-89<span>/</span>100,-14<span>/</span>43,-11<span>/</span>18,14<span>/</span>43,3,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,Rearrange the equation in the form<br/> 4x<sup>2</sup>-9x+2 = A(-8x<sup>2</sup>+4x-7) + Bx(x+7) + C(x+7),Substitute the values of x such that terms B and C are removed from the<br/> equation,7,2,The selected answer is the value of B and not A. Let's try the next one,The selected answer is the value of C and not A. Let's try the next one,Your answer is correct! Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one
<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+3)(-10x<sup>2</sup>+8x-9)</span></span></td></tr></tbody></table>can be resolved to partial fractions such that <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>one of the terms in its partial fractions is<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:35px;'> (Bx+C)</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -100px;'>(-10x<sup>2</sup>+8x-9)</span></span><span>then find the value of B</span></p>,4,-3<span>/</span>41,10<span>/</span>41,-1<span>/</span>41,-10<span>/</span>41,4,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,Rearrange the equation in the form<br/> -x = A(-10x<sup>2</sup>+8x-9) + Bx(x+3) + C(x+3),Substitute the values of x such that terms A and C are removed from the<br/> equation,7,2,The selected answer is the value of C and not B. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,The selected answer is the value of A and not B. Let's try the next one,Your answer is correct! Let's try the next one
"<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-3x</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+5)(-10x<sup>2</sup>-6x-3)</span></span></td></tr></tbody></table>can be resolved to partial fractions, <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>which of the following options contains the correct coefficients of its partial fractions<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:35px;'> </span></span><span></span></p>",4,"37<span>/</span>55, 6<span>/</span>89","-37<span>/</span>55, -6<span>/</span>89","-6<span>/</span>89, 45","-37<span>/</span>55, 4<span>/</span>99",2,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,Rearrange the equation in the form<br/> -3x = A(-10x<sup>2</sup>-6x-3) + Bx(x+5) + C(x+5),Substitute the value of x such that any two of the three terms of the<br/> equation shown in the previous hint are removed to get one coefficient.<br/> Repeat this step with appropriate values of x to find the coefficients<br/> of the other two terms as well,7,2,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one
"<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>9</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x+9)(-11x<sup>2</sup>-4)</span></span></td></tr></tbody></table>can be resolved to partial fractions, <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>which of the following options contains all the correct coefficients of its partial fractions<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:35px;'> </span></span><span></span></p>",4,"-1<span>/</span>99, 1, 1<span>/</span>9","-1<span>/</span>9, -1<span>/</span>99, 45","-1<span>/</span>99, -1<span>/</span>9, 1","-1<span>/</span>9, 45, 45",3,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,Rearrange the equation in the form<br/> 9 = A(-11x<sup>2</sup>-4) + Bx(x+9) + C(x+9),Substitute the value of x such that any two of the three terms of the<br/> equation shown in the previous hint are removed to get one coefficient.<br/> Repeat this step with appropriate values of x to find the coefficients<br/> of the other two terms as well,7,2,You've got two of the coefficients correct i.e.  VALUES OF A and B but the third coefficient is incorrect. Let's try the next one,You've got two of the coefficients correct i.e.  VALUES OF A and B but the third coefficient is incorrect. Let's try the next one,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF B but the other two coefficients are incorrect. Let's try the next one
"<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>10x<sup>2</sup></span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(x-12)(7x<sup>2</sup>+7x+6)</span></span></td></tr></tbody></table>can be resolved to partial fractions, <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>which of the following options contains the correct coefficients of its partial fractions<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:35px;'> </span></span><span></span></p>",4,"80<span>/</span>61, 45","-50<span>/</span>61, -40<span>/</span>61","80<span>/</span>61, 40<span>/</span>61","80<span>/</span>61, -50<span>/</span>61",3,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,Rearrange the equation in the form<br/> 10x<sup>2</sup> = A(7x<sup>2</sup>+7x+6) + Bx(x-12) + C(x-12),Substitute the value of x such that any two of the three terms of the<br/> equation shown in the previous hint are removed to get one coefficient.<br/> Repeat this step with appropriate values of x to find the coefficients<br/> of the other two terms as well,7,2,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Your answer is correct! Let's try the next one,You've got one of the coefficients correct i.e. VALUE OF A but the second coefficient is incorrect. Let's try the next one
<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-2x<sup>2</sup></span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(-11x<sup>3</sup>+87x<sup>2</sup>+100x+72)</span></span></td></tr></tbody></table>can be resolved to partial fractions such that <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>one of the terms in its partial fractions is<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:20px;'> (Bx+C)</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -75px;'>(-11x<sup>2</sup>87x-8)</span></span><span>then find the value of C</span></p>,4,-3<span>/</span>13,14<span>/</span>87,-14<span>/</span>87,-1<span>/</span>7,4,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,Rearrange the equation in the form<br/> -2x<sup>2</sup> = A(-11x<sup>2</sup>+87x+100) + Bx(x-9) + C(x-9),Substitute the values of x such that terms A and B are removed from the<br/> equation,7,3,The selected answer is the value of B and not C. Let's try the next one,The selected answer is the value of A and not C. Let's try the next one,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,Your answer is correct! Let's try the next one
<span style='float:left;'>If </span><table style='float: left;position: relative; bottom: 31px; margin-left: 15px; margin-right: 15px;'><tbody><tr style='text-align:center'><td><span>-9x<sup>2</sup>-x+2</span></td></tr><tr><td style='padding:0px;height:1px;background:#8C9009;'></td></tr><tr><td><span>(-8x<sup>3</sup>+91x<sup>2</sup>-37x+44)</span></span></td></tr></tbody></table>can be resolved to partial fractions such that <br/><p style='position: relative;margin-top: 80px;bottom: 40px;'>one of the terms in its partial fractions is<span  style='position: relative;bottom: 12px;margin-right: 10px;'><span style='margin-left:20px;'> (Bx+C)</span><span style='border-top: 1px solid;position: relative;top: 29px;margin-left: -75px;'>(-8x<sup>2</sup>+91x-4)</span></span><span>then find the value of B</span></p>,4,-76<span>/</span>65,76<span>/</span>65,28<span>/</span>79,-17<span>/</span>28,3,Ensure that the denominator of the expression is <br/>factorized  and reduced  to factors of the lowest degree,Rearrange the equation in the form<br/> -9x<sup>2</sup>-x+2 = A(-8x<sup>2</sup>+91x-37) + Bx(x-11) + C(x-11),Substitute the values of x such that terms A and C are removed from the<br/> equation,7,3,Unfortunately the selected answer is not a co-efficient of any of the partial fractions. Let's try the next one,The selected answer is the value of A and not B. Let's try the next one,Your answer is correct! Let's try the next one,The selected answer is the value of C and not B. Let's try the next one
